text,speaker,label
"Says Gloria Steinem once called Kay Bailey Hutchison a ""female impersonator.""",Michelle  Malkin,true
"A former Clinton administration official and other economists agree that ""if you keep extending these temporary unemployment benefits, you're just going to extend joblessness even more.""",Michelle  Malkin,half-true
"The White House ""branded"" the memorial service for the Tucson shootings with a ""Together We Thrive"" logo and slogan.",Michelle  Malkin,false
"Hank Johnson voted against legislation to help ""first responders, teachers, vets and troops.""",Liz Carter,half-true
"Mitt Romney is ""tearing down his 3,000-square-foot house to build an 11,000-square-foot house.""",Winning Our Future,mostly-true
"Mitt Romney ""supervised a company guilty of massive Medicare fraud.""",Winning Our Future,half-true
"Mitt Romney is worth ""at least a quarter billion dollars"" and the bulk of his wealth ""remains in blind trusts and overseas bank accounts.""",Winning Our Future,half-true
Newt balanced the federal budget.,Winning Our Future,half-true
Says Romney and Bain Capital drove KB Toys into bankruptcy by loading it up with debt.,Winning Our Future,barely-true
"Mitt Romneys and Bain Capitals profits from KB Toys, which later went out of business, were ""described by the Boston Herald as disgusting.""",Winning Our Future,barely-true
"Romneycare sent costs spiraling out of control in Massachusetts, ""hiking premiums, squeezing household budgets.""",Winning Our Future,false
Mitt Romney has 15 homes.,Winning Our Future,false
"Says signers of recall petitions against Wisconsin Gov. Scott Walker are at risk because of newly ""discovered"" provisions in state law.",Media Trackers,barely-true
Says the state budget includes spending on commercials for Fortune 500 companies.,David Simpson,true
"For the cost of $5 vanilla soy latte a day, you can get a sweet health insurance plan to match.",Cover Oregon,half-true
"Demand for transportation choice is on the rise, with 14 percent more Ohioans riding passenger trains over the past year.",Ohio Department of Transportation,true
"The federal budget bill ""reauthorizes the Overseas Private Investment Corporation, which provides taxpayer dollars so that the Four Seasons hotel can build a resort in Turkey.""",Michael Needham,mostly-true
Florida shelled out more money for drug testing than it saved by denying welfare benefits to people who tested positive for drugs.,Nan Orrock,true
More than 80 percent of Americans believe we need to have universal background checks.,Nan Orrock,true
The state [food stamp call center] program is administered from foreign shores.,Nan Orrock,barely-true
"Says that in the last five years, Texas ""created more jobs than all other states combined.""",Texas Public Policy Foundation,half-true
[T]his breed (of pit bulls) is most often associated with aggressive behavior.,Elaine Boyer,mostly-true
"Low-flow toilets ""can cost homeowners up to $1,000 each.""",Elaine Boyer,half-true
The average faculty member at UW-Madison brings in close to a quarter million dollars a year in grant money.,Peter Barca,mostly-true
"Republicans approved 12 times larger tax breaks for ""people making over 350 grand"" than for ""the average middle-class person.""",Peter Barca,mostly-true
"You can't bring an iPad or a piece of paper and a pencil in the (Wisconsin Assembly) gallery to take notes of what's going on, but ""you can bring a gun up there.""",Peter Barca,mostly-true
"Under a new law regulating abortions, ""Even if you're raped, if you don't report it in the first 30 days, the Republicans will force you to have an ultrasound.""",Peter Barca,half-true
"70 percent of the people who voted on June 5, 2012, ""just didnt feel comfortable with the recall of the governor,"" weakening any idea that Wisconsin is ""fully behind this Walker agenda.""",Peter Barca,half-true
"Says new GOP Wisconsin Assembly members ""voted to take funding away from their public schools in their districts to give it to private Milwaukee voucher schools.""",Peter Barca,false
Two thirds of the people in Wisconsin strongly disagree with this idea of permanently taking away peoples rights to collective bargaining.,Peter Barca,false
"Under Republican-backed state budget, the state education agency estimates expansion of Wisconsins school voucher program ""could cost nearly $2 billion annually""",Peter Barca,pants-fire
More (student-athletes) graduate than the students who aren't student-athletes.,Mark Emmert,half-true
"By 12th grade, ""more than 3 out of 10 girls have been pregnant at least once.""",Georgia Association of Homes and Services for Children,half-true
More than 50 percent of those people getting minimum wage in this state are high school students.,Robert Singer,barely-true
Says Republicans supported legislation on early voting and in-person voting in 2005.,Teresa Fedor,true
"Toledo  is fourth in the nation behind much bigger cities  Miami, Las Vegas, Portland  in number of human trafficking arrests and rescues.",Teresa Fedor,barely-true
"At the 50 Milwaukee schools serving ""at least 80% African-American and at least 80% low income"" students, the reading proficiency is 8%.",Alberta Darling,true
"18 percent of our land in our state right now is either federally, state or county owned for conservation purposes.",Alberta Darling,true
"Says the 2011-13 state budget eliminates the structural deficit ""for the first time in decades.""",Alberta Darling,mostly-true
"Wisconsin does not have a deficit. Thanks to Republican reforms, the 2014 budget will begin with a $443 million surplus.",Alberta Darling,half-true
"When it comes to the state deficit, Wisconsin is ""proportionally in as much trouble as the State of California.""",Alberta Darling,half-true
"Wisconsins criminal threshold for drunken-driving is ""way out of line"" with ""states surrounding us,"" which ""have the second offense as a felony.""",Alberta Darling,barely-true
"Limiting labor negotiations to only wages is ""how it is for the most part in the private sector.""",Alberta Darling,false
"Says state Rep. Sandy Pasch, her recall opponent, ""voted to allow public school employees to use taxpayer dollars to pick up the tab forViagra.""",Alberta Darling,pants-fire
"Says Al Franken ""voted to exempt himself and Congress from enrolling in (the Affordable Care Act marketplaces).""",Mike McFadden,false
"Polling shows that nearly 74 percent of National Rifle Association members ""support requiring background checks for all gun sales.""",Lena Taylor,true
"Gov. (Scott) Walker has yet to create a job, he gives away millions to his friends, and he raises taxes on working people.",Lena Taylor,barely-true
There is no statistical evidence that bail bonds increase the likelihood of those awaiting trial returning to court for their scheduled hearings.,Lena Taylor,false
"Hitler ""abolished unions and thats what"" Wisconsin Gov. Scott Walker is ""doing today.""",Lena Taylor,pants-fire
"From 2003 to 2006, 'Sesame Street' made more than $211 million from toy and consumer product sales.",Jim DeMint,true
House  Appropriations Chair David Obey's partial earmark ban wouldn't apply to 90% of  earmarks.,Jim DeMint,true
"A lot of the move to free the slaves ... did not come from the federal government. It came from a growing movement among the people, particularly people of faith.",Jim DeMint,barely-true
"Says President Obama's new immigration plan ""is amnesty.""",Jim DeMint,barely-true
"The debt-ceiling bill ""doesnt cut the debt. It will add about $7 trillion in new debt over the next 10 years.""",Jim DeMint,barely-true
"The Obama-GOP compromise ""raises taxes, it raises the death tax.""",Jim DeMint,barely-true
"The big Wall Street banks, the big corporations give ""many times more"" political donations to Democrats than Republicans.",Jim DeMint,false
"Says U.S. Sen. Sherrod Brown is responsible for ""over $14 trillion in debt.""",Jim DeMint,false
We've got more revenue than we ever have.,Jim DeMint,false
"There is a provision in the economic stimulus plan that means that ""students cannot meet together in their dorms, if that dorm has been repaired with this federal money, and have a prayer group or a Bible study.""",Jim DeMint,false
